nama_provinsi,kode_kabkota,nama_kabkota,koordinat_kabkota,tahun,angka_harapan_hidup,angka_melek_huruf,lama_sekolah,pengeluaran_perkapita,ipm
Nanggroe Aceh Darussalam,24,Nanggroe Aceh Darussalam,"5.54215,95.3431",2012,69.0132353,96.90984322,9.130436843,616.9788417,72.5462263
Kepulauan Riau,32,Kepulauan Riau,"1.04902,104.49",2012,69.54714286,96.03032371,8.553401414,641.0693029,74.075698
DKI Jakarta,39,DKI Jakarta,"-6.18367,106.836",2012,72.96,99.183507,10.35787002,641.4214517,78.03620717
Jawa Barat,66,Jawa Barat,"-6.90992,107.647",2012,68.51653846,96.90789565,8.305547992,640.2445069,73.45102538
Jawa Tengah,102,Jawa Tengah,"-7.02842,110.389",2012,70.76628571,91.61269183,7.652899551,644.2348457,73.3481138
Daerah Istimewa Yogyakarta,108,Daerah Istimewa Yogyakarta,"-7.80279,110.376",2012,73.152,92.3643816,9.41991452,646.413448,76.3172752
Jawa Timur,147,Jawa Timur,"-7.27981,112.711",2012,68.76295187,90.02790053,7.695666513,643.7028018,71.87366947
Banten,156,Banten,"-6.17562,106.652",2012,66.1875,97.04705563,8.614659038,641.9286638,72.54674475
Bali,166,Bali,"-8.66035,115.227",2012,71.36555556,88.60955233,8.121725422,645.9856967,73.49582733
Nusa Tenggara Barat,177,Nusa Tenggara Barat,"-8.58142,116.117",2012,62.506,85.7788679,7.59489092,631.974222,66.4752296
Nusa Tenggara Timur,199,Nusa Tenggara Timur,"-10.225,123.603",2012,66.98619048,88.74292371,6.932617805,604.2283952,66.99501138
Sumatera Utara,233,Sumatera Utara,"3.6686,98.6712",2012,69.66831561,97.10319264,8.764821591,634.0422255,73.9967287
Kalimantan Barat,248,Kalimantan Barat,"-0.089018,109.351",2012,67.07928571,91.26765621,7.027093871,623.4796836,69.16073236
Kalimantan Tengah,263,Kalimantan Tengah,"-1.77978,113.809",2012,69.31,98.23333707,8.236150843,643.1463843,74.35851229
Kalimantan Selatan,277,Kalimantan Selatan,"-3.32828,114.573",2012,65.59399738,96.56860623,7.832289269,643.9953585,71.69036754
Kalimantan Timur,292,Kalimantan Timur,"-0.430184,117.174",2012,71.41,96.66713143,8.724271193,643.29784,75.550371
Sulawesi Utara,308,Sulawesi Utara,"1.50213,124.852",2012,71.74266667,99.4135298,8.687988793,631.16529,75.38402447
Sulawesi Tengah,320,Sulawesi Tengah,"-0.820163,119.9",2012,66.19818182,96.61215318,8.270006864,626.6848982,71.02647664
Sulawesi Selatan,345,Sulawesi Selatan,"-5.15306,119.453",2012,71.99213246,88.59401013,7.699215938,637.2339033,72.85333279
Sulawesi Tenggara,358,Sulawesi Tenggara,"-4.0035,122.553",2012,68.15583333,92.341126,8.239874975,621.4841608,70.74200033
Gorontalo,365,Gorontalo,"0.531953,123.088",2012,68.33166667,96.61379783,7.469647833,623.2718283,71.356337
Sulawesi Barat,371,Sulawesi Barat,"-2.35397,119.332",2012,67.926,90.8826134,7.49911364,636.451122,70.8944256
Sumatera Barat,391,Sumatera Barat,"-1.00273,100.451",2012,69.15789474,97.74870705,8.7815612,634.9554511,73.93935658
Maluku,403,Maluku,"-3.67265,128.234",2012,67.65545455,97.65647464,8.718703564,618.5725155,71.77559809
Maluku Utara,413,Maluku Utara,"0.809597,127.339",2012,66.54222222,96.74153033,8.318008489,607.2795433,69.78708211
Papua,443,Papua,"-2.6529,140.772",2012,67.09216134,59.63119845,5.465296186,601.7939779,59.31017872
Papua Barat,455,Papua Barat,"-0.927203,131.366",2012,68.64913045,90.90026136,8.1174268,583.7322027,67.69704664
Riau,468,Riau,"0.557415,101.462",2012,69.80166667,97.973947,8.62227675,649.6096525,75.3579165
Jambi,480,Jambi,"-1.62225,103.641",2012,69.81272727,96.58750482,8.127781427,642.62308,74.15147982
Sumatera Selatan,496,Sumatera Selatan,"-3.0036,104.728",2012,68.656,97.88981147,8.068000273,623.255716,72.26206373
Bengkulu,507,Bengkulu,"-3.85375,102.297",2012,68.141,95.4270257,8.24590785,624.893046,71.6865772
Lampung,522,Lampung,"-5.42396,105.251",2012,69.61693993,95.54238714,7.922089693,619.778945,71.89836443
Kepulauan Bangka Belitung,530,Kepulauan Bangka Belitung,"-2.22588,106.128",2012,68.81285714,96.08006914,7.708108543,635.6539043,72.63551371
Nanggroe Aceh Darussalam,1101,Simeulue,"2.62818,96.0898",2012,63.12,99.287358,8.6298487,625.58611,70.092773
Nanggroe Aceh Darussalam,1102,Aceh Singkil,"2.439,97.9244",2012,65.28,96.254,7.7810878,617.48133,69.365654
Nanggroe Aceh Darussalam,1103,Aceh Selatan,"3.25638,97.213",2012,67.14,96.5547,8.4488032,614.18804,70.706725
Nanggroe Aceh Darussalam,1104,Aceh Tenggara,"3.59968,97.6619",2012,69.29,97.968021,9.3660422,605.78878,72.247663
Nanggroe Aceh Darussalam,1105,Aceh Timur,"4.56983,97.7723",2012,69.86,98.269811,8.5313677,594.86459,71.171604
Nanggroe Aceh Darussalam,1106,Aceh Tengah,"4.56693,96.8147",2012,69.76,98.652597,9.7110571,625.36657,74.424588
Nanggroe Aceh Darussalam,1107,Aceh Barat,"4.49032,96.041",2012,70.15,94.956114,8.7956927,607.02113,71.728578
Nanggroe Aceh Darussalam,1108,Aceh Besar,"5.35887,95.5144",2012,70.87,96.982597,9.8405478,617.09252,74.128695
Nanggroe Aceh Darussalam,1109,Pidie,"5.1152,95.9574",2012,69.84,96.306604,8.7354484,620.0138,72.812692
Nanggroe Aceh Darussalam,1110,Bireuen,"5.081,96.5974",2012,72.43,98.510407,9.2897492,601.22034,73.704208
Nanggroe Aceh Darussalam,1111,Aceh Utara,"4.99764,97.1454",2012,69.86,97.834044,9.1975263,614.34525,73.068854
Nanggroe Aceh Darussalam,1112,Aceh Barat Daya,"3.78325,96.9143",2012,67.38,96.470459,8.2507531,625.23723,71.525776
Nanggroe Aceh Darussalam,1113,Gayo Lues,"3.97798,97.323",2012,67.22,87.892604,8.7433466,607.64632,68.540516
Nanggroe Aceh Darussalam,1114,Aceh Tamiang,"4.20756,98.0029",2012,68.57,98.329594,8.8575768,607.12032,71.653943
Nanggroe Aceh Darussalam,1115,Nagan Raya,"4.15452,96.5184",2012,69.76,91.769706,8.1149603,611.39117,70.636208
Nanggroe Aceh Darussalam,1116,Aceh Jaya,"4.8271,95.6491",2012,68.13,94.759563,8.733617,604.82616,70.347613
Nanggroe Aceh Darussalam,1117,Bener Meriah,"4.76923,96.9901",2012,67.74,98.793633,8.8250984,614.8065,71.863977
Nanggroe Aceh Darussalam,1118,Pidie Jaya,"5.13828,96.2004",2012,69.36,95.482124,8.6932173,630.37278,73.129499
Nanggroe Aceh Darussalam,1171,Kota Banda Aceh,"5.54215,95.3431",2012,71.42,99.249959,12.254907,640.06111,78.495842
Nanggroe Aceh Darussalam,1172,Kota Sabang,"5.83886,95.2953",2012,71.59,99.093792,10.603799,634.22352,76.882857
Nanggroe Aceh Darussalam,1173,Kota Langsa,"4.48157,97.9214",2012,70.93,99.307705,10.58567,610.79413,74.745483
Nanggroe Aceh Darussalam,1174,Kota Lhokseumawe,"5.12941,97.0654",2012,71.474412,99.649637,10.384901,640.07459,77.230736
Nanggroe Aceh Darussalam,1175,Kota Subulussalam,"2.65359,97.9101",2012,66.13,96.551365,7.6250298,620.99107,70.058721
Sumatera Utara,1201,Nias,"1.12946,97.7191",2012,69.94,90.786858,6.4632241,614.76869,69.554466
Sumatera Utara,1202,Mandailing Natal,"0.716284,99.4183",2012,63.79,99.343336,7.9627296,644.44354,71.4359
Sumatera Utara,1203,Tapanuli Selatan,"1.52419,99.2215",2012,67.478132,99.833344,8.9652739,650.18082,74.778334
Sumatera Utara,1204,Tapanuli Tengah,"1.86878,98.6094",2012,68.4,95.837669,8.1940345,626.92345,72.039702
Sumatera Utara,1205,Tapanuli Utara,"2.0633,98.8284",2012,70.33,98.615984,9.0298347,639.71369,75.333698
Sumatera Utara,1206,Toba Samosir,"2.50027,99.0042",2012,70.82,98.498068,9.8707726,652.84712,77.214329
Sumatera Utara,1207,Labuhan Batu,"2.14783,99.9218",2012,70.226283,98.31686,8.7830704,643.07954,75.286095
Sumatera Utara,1208,Asahan,"2.98305,99.531",2012,69.28,97.997945,8.1738955,637.35986,73.797673
Sumatera Utara,1209,Simalungun,"2.95304,99.2713",2012,69.2,97.578204,8.8055656,640.29522,74.353973
Sumatera Utara,1210,Dairi,"2.82712,98.2783",2012,68.78,98.708625,8.9519011,632.23369,73.859245
Sumatera Utara,1211,Karo,"3.09635,98.2514",2012,72.38,98.728647,9.286167,633.60541,76.216965
Sumatera Utara,1212,Deli Serdang,"3.46231,98.888",2012,71.11,98.656932,9.5571062,639.77295,76.171267
Sumatera Utara,1213,Langkat,"3.766,98.2307",2012,69.16,97.478976,8.8000691,636.07603,73.980616
Sumatera Utara,1214,Nias Selatan,"0.786682,97.7166",2012,70.7,85.36273,6.4351486,608.04141,68.232314
Sumatera Utara,1215,Humbang Hasundutan,"2.23062,98.5734",2012,68.06,98.221854,9.3448937,621.31593,72.801161
Sumatera Utara,1216,Pakpak Bharat,"2.55478,98.2762",2012,68.03,97.512065,8.4916814,621.39064,72.000509
Sumatera Utara,1217,Samosir,"2.50894,98.6264",2012,69.95,97.923609,9.5546286,631.42554,74.719009
Sumatera Utara,1218,Serdang Bedagai,"3.34975,99.0295",2012,69.18,97.813603,8.6693522,637.35914,74.068102
Sumatera Utara,1219,Batu Bara,"3.23175,99.5003",2012,68.83,96.104609,7.8800622,634.83031,72.714421
Sumatera Utara,1220,Padang Lawas Utara,"1.61899,99.6822",2012,66.67,99.528561,8.9335708,641.80023,73.592584
Sumatera Utara,1221,Padang Lawas,"1.2403,99.9102",2012,67.15,99.66014,8.4310189,634.60128,72.961679
Sumatera Utara,1222,Labuhan Batu Selatan,"1.8468,100.077",2012,70.5,98.939941,8.3644764,638.28282,74.897051
Sumatera Utara,1223,Labuhan Batu Utara,"2.42728,99.7271",2012,70.31,98.90068,8.2634515,641.04892,74.921017
Sumatera Utara,1224,Nias Utara,"1.30584,97.3029",2012,69.33,89.305348,6.4506675,612.5832,68.708699
Sumatera Utara,1225,Nias Barat,"1.01902,97.5242",2012,69.31,84.472842,6.1709596,614.82941,67.589537
Sumatera Utara,1271,Kota Sibolga,"1.72715,98.7986",2012,70.34,99.331914,9.7688259,635.64812,75.73257
Sumatera Utara,1272,Kota Tanjung Balai,"2.94164,99.7784",2012,71.09,99.086152,9.0776836,628.90664,75.063356
Sumatera Utara,1273,Kota Pematang Siantar,"2.9676,99.0514",2012,72.42,99.470324,10.931397,642.0173,78.270679
Sumatera Utara,1274,Kota Tebing Tinggi,"3.33108,99.1414",2012,71.6,99.028469,9.9205923,646.88624,77.343254
Sumatera Utara,1275,Kota Medan,"3.6686,98.6712",2012,72.21,99.519608,10.86345,643.75775,78.248704
Sumatera Utara,1276,Kota Binjai,"3.61904,98.4846",2012,72.01,99.223194,10.000155,642.84899,77.362241
Sumatera Utara,1277,Kota Padangsidimpuan,"1.30299,99.2289",2012,69.84,99.739192,10.360987,636.32482,76.036065
Sumatera Utara,1278,Kota Gunungsitoli,"1.26105,97.5949",2012,70.63,94.879074,8.482466,618.19474,72.606832
Sumatera Barat,1301,Kepulauan Mentawai,"-1.34643,98.9409",2012,68.63,93.693549,6.5249382,611.42902,69.261072
Sumatera Barat,1302,Pesisir Selatan,"-1.74602,100.844",2012,67.88,96.000844,8.2282155,634.98899,72.433699
Sumatera Barat,1303,Solok,"-0.933584,100.83",2012,67.3,97.235162,8.0401292,633.77612,72.153016
Sumatera Barat,1304,Sijunjung,"-0.650064,101.147",2012,67.58,94.797908,7.5074996,639.31347,71.798973
Sumatera Barat,1305,Tanah Datar,"-0.470079,100.582",2012,71.67,97.266993,8.408515,635.60178,75.00138
Sumatera Barat,1306,Padang Pariaman,"-0.59275,100.257",2012,69.38,94.533977,7.4636235,637.05254,72.533657
Sumatera Barat,1307,Agam,"-0.266132,100.15",2012,69.43,97.873553,8.6065263,636.57238,74.11317
Sumatera Barat,1308,Lima Puluh Kota,"-0.000848,100.563",2012,69.18,99.005236,8.0129579,616.54427,72.243278
Sumatera Barat,1309,Pasaman,"0.39956,100.083",2012,68.11,98.836047,7.8717171,646.0867,73.782329
Sumatera Barat,1310,Solok Selatan,"-1.35893,101.276",2012,64.88,97.634427,7.8578643,619.84396,69.689063
Sumatera Barat,1311,Dharmas Raya,"-1.00085,101.342",2012,66.5,97.287239,8.2437794,612.72024,70.249018
Sumatera Barat,1312,Pasaman Barat,"0.186779,99.5962",2012,65.68,98.3233,8.0601898,628.03958,71.067787
Sumatera Barat,1371,Kota Padang,"-1.00273,100.451",2012,71.39,99.506669,10.93806,652.87677,78.547997
Sumatera Barat,1372,Kota Solok,"-0.759189,100.599",2012,70.03,99.206485,10.494271,641.79111,76.543049
Sumatera Barat,1373,Kota Sawah Lunto,"-0.677574,100.788",2012,72.08,98.632311,9.4238988,630.20058,75.868633
Sumatera Barat,1374,Kota Padang Panjang,"-0.453913,100.423",2012,72.01,99.320004,10.735578,650.35683,78.506857
Sumatera Barat,1375,Kota Bukittinggi,"-0.271348,100.372",2012,71.85,99.934012,10.589885,658.38921,79.065245
Sumatera Barat,1376,Kota Payakumbuh,"-0.239505,100.641",2012,70.94,99.200004,9.9098622,643.66678,76.758756
Sumatera Barat,1377,Kota Pariaman,"-0.626203,100.145",2012,69.48,98.937714,9.932152,634.90324,75.230796
Riau,1401,Kuantan Singingi,"-0.491978,101.47",2012,68.53,98.088343,8.0604064,652.69031,74.497965
Riau,1402,Indragiri Hulu,"-0.522681,102.243",2012,69.01,98.215509,8.0131787,654.51998,74.898851
Riau,1403,Indragiri Hilir,"-0.287854,103.183",2012,71.88,99.182404,7.6298423,650.91485,76.146498
Riau,1404,Pelalawan,"0.124485,102.427",2012,69.08,98.505148,8.243329,638.31742,73.924469
Riau,1405,Siak,"0.761717,101.846",2012,72.03,98.680596,9.1423201,651.35081,77.272255
Riau,1406,Kampar,"0.27116,101.089",2012,68.83,98.603541,8.9267501,654.20396,75.537457
Riau,1407,Rokan Hulu,"0.821098,100.506",2012,67.26,98.402955,7.9413938,650.68963,73.62005
Riau,1408,Bengkalis,"1.24641,101.523",2012,70.56,98.169442,9.1771514,644.8053,75.863585
Riau,1409,Rokan Hilir,"1.86948,100.838",2012,67.32,98.17767,7.8950923,645.54324,73.172585
Riau,1410,Kepulauan Meranti,"0.907379,102.726",2012,68.98,90.362434,7.3547833,639.26883,71.474528
Riau,1471,Kota Pekan Baru,"0.557415,101.462",2012,71.88,99.903666,11.346802,652.20143,79.15919
Riau,1473,Kota Dumai,"1.74798,101.264",2012,72.26,99.395656,9.7362716,660.81007,78.727565
Jambi,1501,Kerinci,"-2.06012,101.478",2012,71.09,97.25938,8.2658938,642.65,75.114761
Jambi,1502,Merangin,"-2.20381,102.056",2012,68.83,97.528265,7.6453528,634.70444,72.847234
Jambi,1503,Sarolangun,"-2.33009,102.649",2012,69.71,94.978175,7.5517822,646.47869,73.60712
Jambi,1504,Batang Hari,"-1.85729,103.015",2012,69.56,97.582207,7.9235504,639.4,73.832558
Jambi,1505,Muaro Jambi,"-1.64549,103.746",2012,69.39,96.841664,8.1673697,637.31739,73.593727
Jambi,1506,Tanjung Jabung Timur,"-1.30035,103.98",2012,71.09,92.440042,6.3899909,640.95,72.523284
Jambi,1507,Tanjung Jabung Barat,"-1.12062,103.142",2012,70.05,97.932087,7.6037414,636.24256,73.702411
Jambi,1508,Tebo,"-1.39386,102.317",2012,69.37,95.218021,7.4307641,637.47393,72.688232
Jambi,1509,Bungo,"-1.50943,101.958",2012,67.81,96.335666,8.1814062,642.94518,73.047423
Jambi,1571,Kota Jambi,"-1.62225,103.641",2012,69.95,99.071113,10.564026,649.09412,77.082759
Jambi,1572,Kota Sungai Penuh,"-2.09008,101.339",2012,71.09,97.275933,9.6817182,661.59757,77.626769
Sumatera Selatan,1601,Ogan Komering Ulu,"-4.01787,104.146",2012,69.61,98.485142,8.5057058,633.19038,74.013874
Sumatera Selatan,1602,Ogan Komering Ilir,"-3.32657,105.198",2012,68.48,96.620249,6.7564499,630.2798,71.451722
Sumatera Selatan,1603,Muara Enim,"-3.71069,104.044",2012,68.03,98.854512,7.5266666,622.30015,71.654066
Sumatera Selatan,1604,Lahat,"-3.8887,103.196",2012,68.9,97.837514,8.3742096,619.03061,72.28735
Sumatera Selatan,1605,Musi Rawas,"-2.95853,102.861",2012,65.1,97.361681,7.1372123,617.20358,69.013465
Sumatera Selatan,1606,Musi Banyu Asin,"-2.44468,104.293",2012,70.39,98.586068,7.625314,624.50494,73.148436
Sumatera Selatan,1607,Banyu Asin,"-2.41036,104.787",2012,67.77,96.511972,7.0817397,622.82253,70.699723
Sumatera Selatan,1608,Ogan Komering Ulu Selatan,"-4.56882,103.97",2012,69.51,98.354549,7.480903,621.72931,72.287314
Sumatera Selatan,1609,Ogan Komering Ulu Timur,"-4.08204,104.568",2012,68.48,94.858983,7.2987474,620.674,70.722076
Sumatera Selatan,1610,Ogan Ilir,"-3.42967,104.575",2012,66.86,97.727239,7.57431,618.78808,70.518311
Sumatera Selatan,1611,Empat Lawang,"-3.72128,102.917",2012,65.78,98.35659,7.6941003,612.91647,69.694598
Sumatera Selatan,1671,Kota Palembang,"-3.0036,104.728",2012,71.6,98.937842,10.297224,643.98139,77.378334
Sumatera Selatan,1672,Kota Prabumulih,"-3.49761,104.22",2012,72.73,98.724589,9.2883649,621.12586,75.45081
Sumatera Selatan,1673,Kota Pagar Alam,"-4.14946,103.34",2012,70.61,98.617681,9.0098852,622.46738,74.146333
Sumatera Selatan,1674,Kota Lubuklinggau,"-3.25947,102.821",2012,65.99,98.512561,9.3691714,617.82126,71.464544
Bengkulu,1701,Bengkulu Selatan,"-4.31242,103.031",2012,67.77,96.538455,8.670702,639.61089,73.175859
Bengkulu,1702,Rejang Lebong,"-3.44252,102.687",2012,67.98,95.736918,8.0128749,634.1991,72.210246
Bengkulu,1703,Bengkulu Utara,"-3.0694,101.834",2012,69.97,93.537934,7.8421598,634.75093,72.743191
Bengkulu,1704,Kaur,"-4.59173,103.427",2012,67.85,97.081879,8.1714598,615.68932,71.128527
Bengkulu,1705,Seluma,"-4.07019,102.72",2012,66.25,94.085313,7.4633171,598.06691,67.691693
Bengkulu,1706,Mukomuko,"-2.73128,101.448",2012,68.17,94.102672,7.7440817,631.29187,71.529579
Bengkulu,1707,Lebong,"-3.05177,102.219",2012,67.43,95.558826,7.932948,625.28077,71.118911
Bengkulu,1708,Kepahiang,"-3.64761,102.658",2012,64.88,96.405537,8.1010647,617.39886,69.407773
Bengkulu,1709,Bengkulu Tengah,"-3.67487,102.424",2012,70.27,91.907287,7.2565345,598.86019,69.348956
Bengkulu,1771,Kota Bengkulu,"-3.85375,102.297",2012,70.84,99.315436,11.263936,653.78162,78.511037
Lampung,1801,Lampung Barat,"-5.36361,104.125",2012,67.77,97.361821,7.4739053,609.68504,70.167062
Lampung,1802,Tanggamus,"-5.51669,104.76",2012,70.15,95.477228,7.4295923,626.3693,72.322885
Lampung,1803,Lampung Selatan,"-5.51469,105.379",2012,69.05,94.938907,7.5019385,617.36031,70.951755
Lampung,1804,Lampung Timur,"-5.11625,105.586",2012,70.74,93.738014,7.596709,616.69103,71.642423
Lampung,1805,Lampung Tengah,"-4.86672,105.176",2012,69.72,93.744335,7.6044944,626.1378,71.810633
Lampung,1806,Lampung Utara,"-4.83168,104.814",2012,68.49,95.709352,8.097067,617.67072,71.276602
Lampung,1807,Way Kanan,"-4.57554,104.648",2012,69.96,94.909483,7.3346801,611.0993,70.844578
Lampung,1808,Tulangbawang,"-4.54332,105.097",2012,69.41,95.786592,7.3940096,621.81298,71.603181
Lampung,1809,Pesawaran,"-5.4532,105.098",2012,68.71,96.759985,7.5317779,613.62222,70.901701
Lampung,1810,Pringsewu,"-5.36191,104.927",2012,68.77,95.086127,8.6186371,632.20396,72.799538
Lampung,1811,Mesuji,"-4.03268,105.413",2012,68.501218,93.304427,6.39347,602.25818,68.299222
Lampung,1812,Tulangbawang Barat,"-4.27498,105.423",2012,68.775941,93.876665,7.4898425,607.87767,69.824019
Lampung,1871,Kota Bandar Lampung,"-5.42396,105.251",2012,71.61,98.502414,10.296113,638.0411,76.828712
Lampung,1872,Kota Metro,"-5.11165,105.309",2012,72.98,98.39807,10.147019,636.07562,77.304791
Kepulauan Bangka Belitung,1901,Bangka,"-1.93481,105.952",2012,68.06,96.709627,8.0954312,648.9154,73.665628
Kepulauan Bangka Belitung,1902,Belitung,"-2.88028,107.753",2012,69.36,96.570657,7.8506487,648.26999,74.125931
Kepulauan Bangka Belitung,1903,Bangka Barat,"-1.83743,105.451",2012,68.02,93.853202,7.0171044,632.42144,70.93932
Kepulauan Bangka Belitung,1904,Bangka Tengah,"-2.49897,106.335",2012,68.19,96.789,7.1678934,638.52389,72.267944
Kepulauan Bangka Belitung,1905,Bangka Selatan,"-2.79221,106.319",2012,68.13,93.677623,6.0386092,599.8358,67.726461
Kepulauan Bangka Belitung,1906,Belitung Timur,"-2.8935,107.874",2012,69.28,96.740024,7.7417159,633.09191,72.869233
Kepulauan Bangka Belitung,1971,Kota Pangkal Pinang,"-2.22588,106.128",2012,70.65,98.220351,10.045357,648.5189,76.854079
Kepulauan Riau,2101,Karimun,"0.768402,103.426",2012,69.94,96.830773,8.1611281,644.56318,74.450398
Kepulauan Riau,2102,Bintan,"1.01851,104.574",2012,69.8,96.923872,8.9542712,653.63282,75.679475
Kepulauan Riau,2103,Natuna,"3.93073,108.188",2012,68.43,96.815421,7.7844625,624.33179,71.770619
Kepulauan Riau,2104,Lingga,"-0.155833,104.713",2012,70.37,91.785255,7.274951,633.84825,72.086239
Kepulauan Riau,2105,Kepulauan Anambas,"2.93874,105.76",2012,67.66,91.86888,6.6729381,633.29149,70.110443
Kepulauan Riau,2171,Kota Batam,"1.08657,104.023",2012,70.91,99.291555,10.84341,656.7132,78.458944
Kepulauan Riau,2172,Kota Tanjung Pinang,"1.04902,104.49",2012,69.72,98.69651,10.182649,641.10439,75.973768
DKI Jakarta,3101,Kepulauan Seribu,"-5.77769,106.504",2012,70.77,98.398567,8.2005851,594.69089,71.447367
DKI Jakarta,3171,Jakarta Selatan,"-6.28461,106.794",2012,73.87,99.391964,11.102711,654.73081,80.165068
DKI Jakarta,3172,Jakarta Timur,"-6.26223,106.907",2012,73.7,99.554231,11.133365,650.41609,79.797018
DKI Jakarta,3173,Jakarta Pusat,"-6.18367,106.836",2012,72.55,99.551322,10.873744,652.47316,79.123632
DKI Jakarta,3174,Jakarta Barat,"-6.15971,106.755",2012,73.79,99.001464,10.754875,650.23187,79.429627
DKI Jakarta,3175,Jakarta Utara,"-6.1354,106.841",2012,73.08,99.203494,10.08194,645.98589,78.254531
Jawa Barat,3201,Bogor,"-6.54412,107.002",2012,69.7,95.270274,8.0001035,634.52038,73.077391
Jawa Barat,3202,Sukabumi,"-7.07493,106.717",2012,67.7,97.55764,6.9277189,632.14208,71.497019
Jawa Barat,3203,Cianjur,"-7.05156,107.126",2012,66.7,97.672089,6.8675212,620.39686,70.017547
Jawa Barat,3204,Bandung,"-7.07311,107.592",2012,69.17,98.78163,8.4697408,645.17459,74.731844
Jawa Barat,3205,Garut,"-7.3425,107.778",2012,66.39,98.981445,7.3741949,641.27713,72.120058
Jawa Barat,3206,Tasikmalaya,"-7.42885,108.164",2012,68.4,98.952341,7.3355588,636.52857,72.835846
Jawa Barat,3207,Ciamis,"-7.4369,108.486",2012,67.65,97.964195,7.4713988,634.46068,72.14092
Jawa Barat,3208,Kuningan,"-6.98826,108.591",2012,67.71,97.022732,7.4554879,634.98404,71.993569
Jawa Barat,3209,Cirebon,"-6.75547,108.576",2012,65.52,92.501321,6.8946964,637.93138,69.583783
Jawa Barat,3210,Majalengka,"-6.81747,108.228",2012,66.88,95.142736,7.1855057,638.1244,71.156603
Jawa Barat,3211,Sumedang,"-6.81018,107.979",2012,67.63,97.819287,7.9602092,640.82157,72.949681
Jawa Barat,3212,Indramayu,"-6.44806,108.198",2012,67.64,85.689984,5.9584496,642.32942,68.893204
Jawa Barat,3213,Subang,"-6.4939,107.726",2012,69.69,92.504266,6.9647453,635.84104,71.791968
Jawa Barat,3214,Purwakarta,"-6.58964,107.431",2012,67.64,96.652193,7.5727652,638.27816,72.212963
Jawa Barat,3215,Karawang,"-6.28699,107.364",2012,67.3,93.23668,7.3195251,635.90276,70.894504
Jawa Barat,3216,Bekasi,"-6.20242,107.135",2012,70.07,94.392126,8.7343812,641.00558,74.131281
Jawa Barat,3217,Bandung Barat,"-6.90356,107.464",2012,68.71,99.139177,8.114136,641.71563,74.025881
Jawa Barat,3271,Kota Bogor,"-6.59621,106.794",2012,69.07,98.972088,9.8069699,654.99515,76.465651
Jawa Barat,3272,Kota Sukabumi,"-6.94092,106.906",2012,69.96,99.722422,9.3588056,641.1765,75.730382
Jawa Barat,3273,Kota Bandung,"-6.90992,107.647",2012,69.85,99.720397,10.617515,644.4824,76.85586
Jawa Barat,3274,Kota Cirebon,"-6.74773,108.555",2012,68.54,97.444331,10.129028,654.28553,76.015603
Jawa Barat,3275,Kota Bekasi,"-6.28521,106.973",2012,69.76,98.570437,10.838237,650.44606,77.173204
